City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Ponta Do Sol,PT,2023-01-13 03:55:49,32.6667,-17.1,61.43,73,21,6.78
293,Cedar City,US,2023-01-13 03:54:59,37.6775,-113.0619,34.39,73,85,5.03
294,Viedma,AR,2023-01-13 03:55:50,-40.8135,-62.9967,58.73,58,6,11.34
295,Lauchhammer,DE,2023-01-13 03:55:50,51.5,13.8,51.33,78,100,16.8
296,San Francisco,US,2023-01-13 03:53:31,37.7749,-122.4194,62.46,61,75,10.0
297,Bereda,ES,2023-01-13 03:55:51,43.2686,-7.5406,50.41,99,100,4.88
298,Xichang,CN,2023-01-13 03:55:51,27.8964,102.2634,55.42,47,0,3.06
299,Port Shepstone,ZA,2023-01-13 03:55:52,-30.7414,30.455,70.81,76,0,13.94
300,Yenotayevka,RU,2023-01-13 03:55:52,47.2456,47.0281,15.62,72,11,19.39
301,Chokurdakh,RU,2023-01-13 03:55:52,70.6333,147.9167,-30.87,97,100,8.72
302,Mopipi,BW,2023-01-13 03:55:53,-21.1833,24.8833,67.1,47,2,8.32
303,Riobamba,EC,2023-01-13 03:55:53,-1.6667,-78.6333,49.98,92,69,0.54
304,Kirakira,SB,2023-01-13 03:55:53,-10.4544,161.9205,81.1,80,100,6.22
305,Necochea,AR,2023-01-13 03:55:54,-38.5473,-58.7368,58.12,73,2,9.69
306,Verkhnevilyuysk,RU,2023-01-13 03:55:54,63.4453,120.3167,-43.11,100,100,0.81
307,Ariquemes,BR,2023-01-13 03:55:55,-9.9133,-63.0408,72.07,98,100,1.43
308,Trinidad,BO,2023-01-13 03:55:55,-14.8333,-64.9,77.85,78,65,6.67
309,Port Elizabeth,ZA,2023-01-13 03:55:55,-33.918,25.5701,68.31,84,0,17.27
310,Puri,IN,2023-01-13 03:55:56,19.8,85.85,70.32,68,6,6.71
311,Naklo Nad Notecia,PL,2023-01-13 03:55:56,53.1421,17.6018,46.44,90,100,18.97
312,Taksimo,RU,2023-01-13 03:55:56,56.3444,114.8794,-17.57,75,96,2.51
313,Raudeberg,NO,2023-01-13 03:55:57,61.9875,5.1352,34.86,3,84,12.95
314,Guerrero Negro,MX,2023-01-13 03:55:57,27.9769,-114.0611,63.25,50,0,7.43
315,Zhangjiakou,CN,2023-01-13 03:55:57,40.81,114.8794,26.74,49,100,13.94
316,Hanzhong,CN,2023-01-13 03:55:58,33.0728,107.0303,38.53,71,100,6.17
317,Tuktoyaktuk,CA,2023-01-13 03:55:58,69.4541,-133.0374,-23.8,76,20,13.8
318,Dawlatabad,AF,2023-01-13 03:55:59,36.4141,64.9053,0.1,97,86,1.12
319,Yanam,IN,2023-01-13 03:55:59,16.7333,82.2167,78.71,57,30,1.1
320,Avera,US,2023-01-13 03:55:59,33.194,-82.5271,58.51,82,100,14.7
321,Naraina,IN,2023-01-13 03:56:00,26.7833,75.2,63.34,31,0,6.26
322,Chokwe,MZ,2023-01-13 03:56:00,-24.5333,32.9833,71.22,96,25,6.26
323,Taoudenni,ML,2023-01-13 03:56:01,22.6783,-3.9836,62.11,30,0,9.91
324,Pachino,IT,2023-01-13 03:56:01,36.7186,15.0907,52.86,81,40,7.76
325,Santa Cruz De La Palma,ES,2023-01-13 03:56:02,28.6835,-17.7642,64.54,63,100,13.8
326,Koprivstica,RS,2023-01-13 03:56:02,43.2349,22.6205,29.86,97,100,2.17
327,Iacu,BR,2023-01-13 03:56:03,-12.7672,-40.2117,70.14,94,67,2.24
328,Sur,OM,2023-01-13 03:56:03,22.5667,59.5289,66.33,52,21,24.07
329,Port Hedland,AU,2023-01-13 03:55:12,-20.3167,118.5667,96.85,36,55,10.36
330,Nioro,GM,2023-01-13 03:56:04,13.35,-15.75,72.0,15,89,5.17
331,Srednekolymsk,RU,2023-01-13 03:56:04,67.45,153.6833,-27.06,96,100,10.0
332,Akyab,MM,2023-01-13 03:56:04,20.15,92.9,71.22,38,0,3.04
333,Tayu,ID,2023-01-13 03:56:05,-6.5397,111.0518,87.33,57,96,5.88
334,Pontal Do Parana,BR,2023-01-13 03:56:05,-25.6533,-48.5128,74.23,88,100,1.1
335,Severo-Yeniseyskiy,RU,2023-01-13 03:56:06,60.3725,93.0408,-10.07,97,100,6.08
336,Dzhebariki-Khaya,RU,2023-01-13 03:56:06,62.2167,135.8,-33.99,96,100,1.43
337,Saint Anthony,US,2023-01-13 03:56:06,45.0205,-93.218,22.6,82,100,10.36
338,Cullman,US,2023-01-13 03:56:07,34.1748,-86.8436,49.14,100,100,9.22
339,Deli Tua,ID,2023-01-13 03:56:07,3.5078,98.6839,82.11,78,40,3.44
340,Okhotsk,RU,2023-01-13 03:56:08,59.3833,143.3,-18.74,79,16,14.43
341,Atasu,KZ,2023-01-13 03:56:08,48.6814,71.6433,-8.9,97,98,12.41
342,Lahij,YE,2023-01-13 03:56:08,13.1667,44.5833,67.66,83,79,4.65
343,Almaznyy,RU,2023-01-13 03:56:09,48.0448,40.045,22.32,93,100,14.18
344,Jaisalmer,IN,2023-01-13 03:56:09,26.9147,70.9181,59.67,24,0,3.91
345,Zarinsk,RU,2023-01-13 03:56:10,53.7074,84.9493,6.4,92,100,21.3
346,Makakilo City,US,2023-01-13 03:56:10,21.3469,-158.0858,79.12,56,58,3.69
347,Dasoguz,TM,2023-01-13 03:56:11,41.8363,59.9666,3.15,72,0,11.5
348,Tornio,FI,2023-01-13 03:56:11,65.8481,24.1466,33.82,93,96,17.87
349,Siderno,IT,2023-01-13 03:56:11,38.2779,16.302,46.33,81,32,6.31
350,Trincomalee,LK,2023-01-13 03:56:12,8.5711,81.2335,77.14,65,63,10.33
351,Bubaque,GW,2023-01-13 03:56:12,11.2833,-15.8333,76.08,70,8,5.08
352,Tilichiki,RU,2023-01-13 03:56:13,60.4667,166.1,-9.9,84,100,8.93
353,Port Hardy,CA,2023-01-13 03:52:52,50.6996,-127.4199,46.58,100,100,6.91
354,Australind,AU,2023-01-13 03:56:13,-33.2667,115.7167,78.53,53,0,17.76
355,Camacha,PT,2023-01-13 03:56:14,33.0833,-16.3333,56.62,67,40,6.91
356,Xuddur,SO,2023-01-13 03:56:14,4.1213,43.8894,66.69,71,13,17.54
357,Tacoronte,ES,2023-01-13 03:56:15,28.4769,-16.4102,59.25,81,100,4.61
358,Semirom,IR,2023-01-13 03:56:15,31.4167,51.5667,6.6,68,21,2.66
359,Cidreira,BR,2023-01-13 03:56:16,-30.1811,-50.2056,74.44,88,92,12.77
360,Waiouru,NZ,2023-01-13 03:56:16,-39.4833,175.6667,66.54,43,5,4.72
361,Havelock,US,2023-01-13 03:56:17,34.8791,-76.9013,66.15,82,100,8.99
362,Mananjary,MG,2023-01-13 03:56:17,-21.2167,48.3333,76.48,83,97,3.51
363,Lekoni,GA,2023-01-13 03:56:18,-1.5843,14.2591,71.08,87,100,2.77
364,Boueni,YT,2023-01-13 03:56:18,-12.9025,45.0761,80.58,71,100,4.94
365,Adrar,MR,2023-01-13 03:56:19,20.5022,-10.0711,57.13,29,0,10.98
366,Fortuna,US,2023-01-13 03:56:19,40.5982,-124.1573,59.92,72,75,23.02
367,Praia Da Vitoria,PT,2023-01-13 03:53:50,38.7333,-27.0667,62.85,82,40,18.21
368,Iisalmi,FI,2023-01-13 03:56:20,63.5592,27.1907,34.02,98,100,8.84
369,Palmer,US,2023-01-13 03:56:21,42.1584,-72.3287,53.85,92,100,12.44
370,Mingaora,PK,2023-01-13 03:51:58,34.7758,72.3625,37.69,82,7,4.07
371,Torgau,DE,2023-01-13 03:56:22,51.5667,13.0,52.5,79,100,16.82
372,Lewistown,US,2023-01-13 03:56:22,40.5992,-77.5714,45.61,100,100,0.0
373,Shimoda,JP,2023-01-13 03:56:23,34.6667,138.95,57.56,51,32,6.33
374,Cartagena,CO,2023-01-13 03:52:11,10.3997,-75.5144,78.42,89,20,6.91
375,Dubti,ET,2023-01-13 03:56:24,11.7361,41.0853,70.34,65,60,8.08
376,Ancud,CL,2023-01-13 03:56:24,-41.8697,-73.8203,50.58,89,42,2.77
377,Takaka,NZ,2023-01-13 03:56:25,-40.85,172.8,65.55,74,94,2.15
378,Krasnokamsk,RU,2023-01-13 03:56:25,58.0802,55.7541,12.36,90,100,13.0
379,Noumea,NC,2023-01-13 03:56:26,-22.2763,166.4572,82.38,67,29,18.3
380,Manavalakurichi,IN,2023-01-13 03:56:27,8.1333,77.3,78.75,60,86,4.88
381,Anchorage,US,2023-01-13 03:53:16,61.2181,-149.9003,24.85,91,75,5.75
382,Valdosta,US,2023-01-13 03:56:27,30.8327,-83.2785,60.71,88,100,9.22
383,Santo Antonio Do Leverger,BR,2023-01-13 03:56:28,-15.8656,-56.0767,75.58,88,100,4.92
384,Kaseda,JP,2023-01-13 03:56:28,31.4167,130.3167,66.92,74,99,17.76
385,Takoradi,GH,2023-01-13 03:56:29,4.8845,-1.7554,77.59,81,37,1.48
386,Marawi,PH,2023-01-13 03:56:29,7.9986,124.2928,73.29,95,100,4.79
387,San Felipe,VE,2023-01-13 03:56:30,10.3399,-68.7425,70.54,96,92,3.18
388,Gazli,UZ,2023-01-13 03:56:30,40.1333,63.45,6.42,79,5,11.48
389,Simbahan,PH,2023-01-13 03:56:31,6.3032,120.5836,81.32,81,100,19.42
390,Fremont,US,2023-01-13 03:52:00,37.5483,-121.9886,62.46,74,0,8.05
391,Siocon,PH,2023-01-13 03:56:31,7.7061,122.1353,80.74,84,100,10.47
392,Anadyr,RU,2023-01-13 03:56:32,64.75,177.4833,-1.7,78,100,6.71
393,Pevek,RU,2023-01-13 03:56:32,69.7008,170.3133,-26.3,99,34,3.42
394,Shiraoi,JP,2023-01-13 03:56:32,42.55,141.35,44.2,85,100,7.07
395,Aktau,KZ,2023-01-13 03:56:33,43.65,51.2,12.78,45,0,28.32
396,Aklavik,CA,2023-01-13 03:56:33,68.2191,-135.0107,-14.91,97,100,10.6
397,Kota Belud,MY,2023-01-13 03:56:34,6.351,116.4305,83.48,71,92,5.21
398,Victor Harbor,AU,2023-01-13 03:56:34,-35.5667,138.6167,102.69,74,28,1.01
399,Sambava,MG,2023-01-13 03:56:35,-14.2667,50.1667,76.23,87,94,5.19
400,Axim,GH,2023-01-13 03:56:35,4.8699,-2.2405,77.74,84,91,2.48
401,Gushikawa,JP,2023-01-13 03:56:36,26.3544,127.8686,76.23,64,55,17.22
402,Sao Geraldo Do Araguaia,BR,2023-01-13 03:56:36,-6.4006,-48.555,72.48,96,15,2.08
403,Ewa Beach,US,2023-01-13 03:56:36,21.3156,-158.0072,80.55,56,59,5.01
404,Coquimbo,CL,2023-01-13 03:56:37,-29.9533,-71.3436,62.33,77,75,3.44
405,Dmitriyevka,RU,2023-01-13 03:56:37,54.75,55.3333,8.15,82,100,10.63
406,Iaciara,BR,2023-01-13 03:56:38,-14.0958,-46.6317,68.76,93,99,1.05
407,Dahra,DZ,2023-01-13 03:56:38,36.2546,0.8519,45.79,88,0,3.67
408,Ahipara,NZ,2023-01-13 03:56:38,-35.1667,173.1667,68.45,88,34,7.56
409,Kismayo,SO,2023-01-13 03:56:39,-0.3582,42.5454,77.92,81,32,15.64
410,Pakxan,LA,2023-01-13 03:56:39,18.3778,103.6601,78.96,63,74,2.08
411,Inuvik,CA,2023-01-13 03:56:39,68.3499,-133.7218,-10.34,80,75,10.36
412,Bonthe,SL,2023-01-13 03:56:40,7.5264,-12.505,74.82,87,16,4.97
413,Jever,DE,2023-01-13 03:56:40,53.5833,7.9,46.44,76,5,18.41
414,Beringovskiy,RU,2023-01-13 03:56:40,63.05,179.3167,-6.29,97,100,10.56
415,Matane,CA,2023-01-13 03:56:41,48.8286,-67.522,19.22,91,100,9.31
416,Waingapu,ID,2023-01-13 03:56:41,-9.6567,120.2641,86.83,62,68,8.37
417,Fort-Shevchenko,KZ,2023-01-13 03:56:42,44.5086,50.263,23.07,56,0,33.31
418,Seydi,TM,2023-01-13 03:56:42,39.4816,62.9137,11.1,72,0,8.43
419,Malakal,SS,2023-01-13 03:56:42,9.5334,31.6605,71.42,25,10,10.18
420,Dongsheng,CN,2023-01-13 03:56:43,39.8161,109.9776,15.12,69,100,29.39
421,Westport,US,2023-01-13 03:56:43,41.1415,-73.3579,56.77,90,100,17.27
422,Kyra,RU,2023-01-13 03:56:43,49.5776,111.9753,-8.03,66,82,5.12
423,Shingu,JP,2023-01-13 03:56:44,33.7333,135.9833,62.91,59,100,10.89
424,Oranjemund,NA,2023-01-13 03:56:44,-28.55,16.4333,61.65,84,85,8.68
425,Svetlyy,RU,2023-01-13 03:56:45,54.675,20.1347,46.45,91,100,19.04
426,Bambanglipuro,ID,2023-01-13 03:56:45,-7.95,110.2833,83.98,63,100,8.55
427,Lockhart,US,2023-01-13 03:56:45,28.6194,-81.4426,65.98,76,0,1.99
428,Batagay-Alyta,RU,2023-01-13 03:56:46,67.8006,130.4114,-34.78,97,100,2.8
429,Te Anau,NZ,2023-01-13 03:56:46,-45.4167,167.7167,76.59,38,21,4.38
430,Recife,BR,2023-01-13 03:51:55,-8.0539,-34.8811,80.64,74,75,8.05
431,Oistins,BB,2023-01-13 03:56:47,13.0667,-59.5333,77.09,83,75,14.97
432,Santa Marta,CO,2023-01-13 03:56:47,11.2408,-74.199,82.89,69,46,4.0
433,Novo Aripuana,BR,2023-01-13 03:56:47,-5.1206,-60.3797,73.92,95,100,1.36
434,Marrakesh,MA,2023-01-13 03:55:04,31.6315,-8.0083,46.47,76,20,1.14
435,Hami,CN,2023-01-13 03:56:48,42.8,93.45,13.32,24,90,3.69
436,Mildura,AU,2023-01-13 03:52:22,-34.2,142.15,98.08,19,27,9.75
437,Puerto Madero,MX,2023-01-13 03:56:48,14.7208,-92.4215,77.86,78,0,3.78
438,Sulangan,PH,2023-01-13 03:56:49,11.1373,123.7228,78.01,87,100,18.48
439,Manicore,BR,2023-01-13 03:56:49,-5.8092,-61.3003,73.71,97,100,2.62
440,Phibun Mangsahan,TH,2023-01-13 03:56:50,15.2447,105.2291,81.09,58,13,4.05
441,Muros,ES,2023-01-13 03:56:50,42.7762,-9.0603,55.09,95,100,9.24
442,Havre-Saint-Pierre,CA,2023-01-13 03:56:50,50.2334,-63.5986,19.4,78,100,6.91
443,Pritomskiy,RU,2023-01-13 03:56:51,53.7724,87.6082,5.92,93,100,6.53
444,Sinnamary,GF,2023-01-13 03:56:51,5.3833,-52.95,76.51,87,98,12.24
445,Mumbwa,ZM,2023-01-13 03:56:51,-14.9783,27.0619,59.72,97,71,4.5
446,Toba,JP,2023-01-13 03:56:52,34.4833,136.85,51.8,64,82,8.16
447,Mount Gambier,AU,2023-01-13 03:56:52,-37.8333,140.7667,87.51,31,22,10.45
448,Dingzhou,CN,2023-01-13 03:56:52,38.5131,114.9956,35.71,49,100,4.56
449,North Bend,US,2023-01-13 03:56:53,43.4065,-124.2243,57.85,100,100,9.28
450,Asau,RO,2023-01-13 03:56:53,46.4333,26.4,29.32,98,100,3.31
451,Neiafu,TO,2023-01-13 03:56:54,-18.65,-173.9833,86.68,74,20,10.36
452,Tromso,NO,2023-01-13 03:56:54,69.6496,18.957,33.82,86,100,12.66
453,Coihaique,CL,2023-01-13 03:56:54,-45.5752,-72.0662,52.41,81,20,4.61
454,Otradnoye,RU,2023-01-13 03:56:55,59.7775,30.8181,30.25,96,100,15.57
455,Gafanha Da Encarnacao,PT,2023-01-13 03:56:55,40.6181,-8.733,51.06,89,99,6.31
456,Komsomolskiy,UZ,2023-01-13 03:56:55,40.4272,71.7189,9.32,92,75,0.0
457,Tuatapere,NZ,2023-01-13 03:56:56,-46.1333,167.6833,62.98,59,78,8.19
458,Solnechnyy,RU,2023-01-13 03:56:56,50.7214,136.6319,8.38,86,100,8.72
459,Urumqi,CN,2023-01-13 03:56:56,43.801,87.6005,2.35,61,0,4.47
460,Paita,PE,2023-01-13 03:56:57,-5.0892,-81.1144,69.15,81,98,9.86
461,Borba,BR,2023-01-13 03:56:57,-4.3878,-59.5939,73.99,93,88,1.63
462,Guanica,PR,2023-01-13 03:56:58,17.9716,-66.908,74.1,92,0,4.74
463,Weligama,LK,2023-01-13 03:56:58,5.9667,80.4167,78.58,72,63,3.42
464,Vredendal,ZA,2023-01-13 03:56:58,-31.6683,18.5012,60.31,90,8,4.65
465,San Francisco Del Mar,MX,2023-01-13 03:56:59,16.2333,-94.65,79.5,72,4,22.41
466,Basar,IN,2023-01-13 03:56:59,27.9833,94.6667,60.26,56,96,2.37
467,Naze,JP,2023-01-13 03:57:00,28.3667,129.4833,70.72,68,88,18.19
468,Shahdol,IN,2023-01-13 03:57:00,23.2833,81.35,73.35,33,0,3.8
469,Kyren,RU,2023-01-13 03:57:00,51.6828,102.1408,-7.83,69,2,1.45
470,Belaya Gora,RU,2023-01-13 03:57:01,68.5333,146.4167,-30.48,98,100,5.59
471,Portland,US,2023-01-13 03:54:55,45.5234,-122.6762,54.61,85,100,8.01
472,Murdochville,CA,2023-01-13 03:57:01,48.9583,-65.5006,9.48,85,80,6.44
473,Poya,NC,2023-01-13 03:57:02,-21.35,165.15,79.38,72,69,10.29
474,Mahabad,IR,2023-01-13 03:57:02,36.7631,45.7222,20.91,91,82,2.26
475,Berlevag,NO,2023-01-13 03:57:02,70.8578,29.0864,33.75,80,40,14.97
476,Marsa Matruh,EG,2023-01-13 03:57:03,31.3525,27.2453,52.0,82,40,11.5
477,Pasighat,IN,2023-01-13 03:57:04,28.0667,95.3333,69.08,48,98,1.25
478,Russell,US,2023-01-13 03:53:02,32.3502,-85.1999,60.08,82,0,12.66
479,Alugan,PH,2023-01-13 03:57:04,12.2188,125.4808,75.61,97,100,8.95
480,Strezhevoy,RU,2023-01-13 03:57:05,60.7333,77.5889,0.75,97,97,9.71
481,Charters Towers,AU,2023-01-13 03:57:05,-20.1,146.2667,73.89,84,100,12.08
482,Yingcheng,CN,2023-01-13 03:57:06,30.95,113.55,53.26,78,100,12.19
483,Santa Cruz,BO,2023-01-13 03:57:06,-17.8,-63.1667,71.06,94,75,11.5
484,Horta,PT,2023-01-13 03:53:37,38.5333,-28.6333,60.75,91,96,20.11
485,Husavik,IS,2023-01-13 03:57:07,66.0449,-17.3389,16.36,91,95,11.52
486,Dongying,CN,2023-01-13 03:57:07,37.4564,118.4856,43.47,86,100,11.52
487,Santa Cruz De Tenerife,ES,2023-01-13 03:57:08,28.4682,-16.2546,65.71,80,100,4.61
488,Blacksburg,US,2023-01-13 03:57:08,37.2296,-80.4139,49.39,94,100,0.0
489,Khartoum,SD,2023-01-13 03:57:09,15.5518,32.5324,61.02,32,29,13.2
490,Lianzhou,CN,2023-01-13 03:57:09,24.7811,112.3825,70.92,88,75,4.21
491,Maarianhamina,AX,2023-01-13 03:57:10,60.0973,19.9348,37.26,93,100,6.91
492,Ankang,CN,2023-01-13 03:57:10,32.68,109.0172,51.76,65,87,2.86
493,Upata,VE,2023-01-13 03:57:11,8.0086,-62.3989,73.18,98,80,2.93
494,Enid,US,2023-01-13 03:57:11,36.3956,-97.8784,34.3,75,0,6.91
495,Barroso,BR,2023-01-13 03:52:37,-21.1869,-43.9758,63.5,98,64,2.46
496,Agirish,RU,2023-01-13 03:57:12,61.9247,63.0231,10.35,92,100,7.38
497,Fare,PF,2023-01-13 03:57:12,-16.7,-151.0167,81.64,74,97,24.9
498,Rosetta,EG,2023-01-13 03:57:12,31.4044,30.4164,58.21,74,56,6.93
499,Kahului,US,2023-01-13 03:57:13,20.8947,-156.47,74.97,77,78,5.01
500,Qala,AZ,2023-01-13 03:57:13,40.4418,50.1681,37.29,75,75,13.8
501,Gull Lake,CA,2023-01-13 03:57:14,50.1001,-108.4847,27.43,82,82,10.67
502,Panorama,GR,2023-01-13 03:57:14,40.5878,23.0315,42.08,73,5,4.0
503,Vila Do Maio,CV,2023-01-13 03:57:14,15.1333,-23.2167,70.59,66,0,17.98
504,Ballina,AU,2023-01-13 03:57:15,-28.8667,153.5667,80.78,75,44,10.4
505,Caravelas,BR,2023-01-13 03:57:15,-17.7125,-39.2481,75.36,87,14,6.35
506,Ekhabi,RU,2023-01-13 03:57:16,53.5102,142.9671,6.21,93,100,13.09
507,Dhadar,IN,2023-01-13 03:57:16,28.3305,75.0632,62.62,34,1,3.09
508,Iberia,US,2023-01-13 03:57:17,29.9502,-91.7507,53.96,72,0,18.57
509,Santa Maria,BR,2023-01-13 03:57:17,-29.6842,-53.8069,76.3,65,0,2.3
510,Bosaso,SO,2023-01-13 03:57:18,11.2842,49.1816,73.98,66,44,1.5
511,Pokrovskoye,RU,2023-01-13 03:57:18,47.4157,38.8971,25.34,92,23,13.56
512,Bealanana,MG,2023-01-13 03:57:19,-14.55,48.7333,66.74,93,100,0.74
513,Praia,CV,2023-01-13 03:57:19,14.9215,-23.5087,70.34,78,20,14.97
514,Najran,SA,2023-01-13 03:57:20,17.4924,44.1277,50.65,69,99,2.19
515,Arman,RU,2023-01-13 03:57:20,59.7,150.1667,-8.99,98,91,2.8
516,Saijo,JP,2023-01-13 03:57:20,33.9167,133.1833,65.14,83,100,5.23
517,Horconcitos,PA,2023-01-13 03:57:21,8.4682,-81.8007,65.62,91,99,6.17
518,Kieta,PG,2023-01-13 03:57:21,-6.2167,155.6333,84.96,70,56,7.67
519,Dudinka,RU,2023-01-13 03:57:22,69.4058,86.1778,-32.39,97,99,4.92
520,Boa Vista,BR,2023-01-13 03:55:11,2.8197,-60.6733,76.98,83,20,8.05
521,Umm Lajj,SA,2023-01-13 03:57:22,25.0213,37.2685,64.18,52,0,8.39
522,Senneterre,CA,2023-01-13 03:57:23,48.3835,-77.2328,15.96,96,97,8.63
523,Leningradskiy,RU,2023-01-13 03:57:23,69.3833,178.4167,-9.42,98,100,3.94
524,Bozeman,US,2023-01-13 03:57:24,45.6796,-111.0386,29.21,82,100,4.7
525,Rio Gallegos,AR,2023-01-13 03:56:22,-51.6226,-69.2181,64.45,59,0,18.41
526,Gizo,SB,2023-01-13 03:57:24,-8.103,156.8419,83.34,75,100,9.13
527,Nelspruit,ZA,2023-01-13 03:57:25,-25.4745,30.9703,62.89,94,0,4.61
528,Lagoa,PT,2023-01-13 03:56:12,39.05,-27.9833,60.6,87,100,16.15
529,Quelimane,MZ,2023-01-13 03:57:26,-17.8786,36.8883,74.59,88,98,2.59
530,Shalakusha,RU,2023-01-13 03:57:26,62.2247,40.2539,24.78,90,100,9.8
531,Mitu,CO,2023-01-13 03:57:26,1.1983,-70.1733,70.63,98,99,1.03
532,Stornoway,GB,2023-01-13 03:57:27,58.2093,-6.3865,42.76,88,75,8.05
533,College,US,2023-01-13 03:57:27,64.8569,-147.8028,-11.36,99,51,2.75
534,Panaba,MX,2023-01-13 03:57:27,21.2833,-88.2667,68.23,91,0,6.11
535,Ketchikan,US,2023-01-13 03:57:28,55.3422,-131.6461,37.02,97,100,4.03
536,Kiama,AU,2023-01-13 03:57:28,-34.6833,150.8667,81.25,63,84,8.99
537,Lazaro Cardenas,MX,2023-01-13 03:57:29,17.9583,-102.2,73.92,84,0,3.71
538,Bousso,TD,2023-01-13 03:57:29,10.4795,16.7117,63.27,29,6,6.46
539,Imperia,IT,2023-01-13 03:57:30,43.9667,7.7833,45.86,75,100,4.07
540,Sedro-Woolley,US,2023-01-13 03:56:48,48.5039,-122.2361,54.18,90,100,11.5
541,Cabo San Lucas,MX,2023-01-13 03:53:23,22.8909,-109.9124,72.52,67,0,1.41
