City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Chor,PK,25.5167,69.7667,57.61,11,1,10.54,clear sky
346,Ekhabi,RU,53.5102,142.9671,-15.56,94,93,17.63,overcast clouds
347,Muyinga,BI,-2.8333,30.3333,58.98,91,77,2.62,light rain
348,Skibbereen,IE,51.55,-9.2667,50.11,91,100,23.09,overcast clouds
349,Villa Rica,US,33.7321,-84.9191,40.6,75,94,13.15,overcast clouds
350,Bilma,NE,18.6853,12.9164,67.53,16,99,6.33,overcast clouds
351,Kerrville,US,30.0474,-99.1403,55.94,36,0,9.22,clear sky
352,Port Lincoln,AU,-34.7333,135.8667,73.71,58,0,10.98,clear sky
353,Meadow Lake,US,34.8014,-106.5436,49.69,31,5,3.71,clear sky
354,Sao Felix Do Xingu,BR,-6.6447,-51.995,84.97,69,77,2.66,broken clouds
355,Encruzilhada,BR,-15.5314,-40.9094,78.49,75,85,3.76,overcast clouds
356,Plettenberg Bay,ZA,-34.0527,23.3716,69.15,73,47,3.98,scattered clouds
357,Chimore,BO,-16.9833,-65.1333,81.79,89,50,4.63,scattered clouds
358,Ushtobe,KZ,45.2514,77.9838,-4.47,91,44,3.18,scattered clouds
359,Tekkali,IN,18.6167,84.2333,68.54,88,0,4.76,clear sky
360,Tilichiki,RU,60.4667,166.1,-6.38,84,100,9.6,overcast clouds
361,Poum,NC,-20.2333,164.0167,78.64,75,14,11.21,few clouds
362,Lusambo,CD,-4.9667,23.45,74.3,73,55,1.3,broken clouds
363,Roma,US,43.2128,-75.4557,33.51,95,100,10.36,light snow
364,Sosnogorsk,RU,63.6023,53.8817,20.23,91,100,9.86,overcast clouds
365,Hambantota,LK,6.1241,81.1185,73.89,81,22,10.69,few clouds
366,Westport,US,41.1415,-73.3579,54.95,88,100,14.97,overcast clouds
367,Bagdarin,RU,54.4333,113.6,-26.0,91,39,3.76,scattered clouds
368,Sobolevo,RU,54.4299,31.8996,26.55,91,61,13.67,broken clouds
369,Sakaiminato,JP,35.55,133.2333,51.78,93,75,4.61,broken clouds
370,Motygino,RU,58.1831,94.7592,5.29,94,100,8.66,light snow
371,Qaqortoq,GL,60.7167,-46.0333,3.07,85,16,6.02,few clouds
372,Arkadak,RU,51.9326,43.4978,12.02,90,89,11.12,overcast clouds
373,Yumen,CN,40.2833,97.2,7.95,36,99,0.92,overcast clouds
374,Jalu,LY,29.0331,21.5482,60.87,62,78,9.6,broken clouds
375,Maragogi,BR,-9.0122,-35.2225,83.43,68,24,11.52,few clouds
376,Colares,PT,38.7992,-9.4469,61.75,67,20,15.01,few clouds
377,Shenzhen,CN,22.5455,114.0683,75.15,96,33,3.31,scattered clouds
378,Arroyo,ES,41.6096,-4.7969,50.59,76,0,2.3,clear sky
379,Mahibadhoo,MV,3.7833,72.9667,79.54,63,37,13.31,scattered clouds
380,Kristiansund,NO,63.1115,7.732,30.85,80,0,3.44,clear sky
381,Idlib,SY,35.9306,36.6339,44.71,67,100,6.64,light rain
382,Tromso,NO,69.6496,18.957,34.38,93,75,16.11,light snow
383,Hun,LY,29.1268,15.9477,57.4,49,2,8.08,clear sky
384,Coihaique,CL,-45.5752,-72.0662,64.35,45,40,11.5,scattered clouds
385,Camopi,GF,3.1655,-52.3158,78.03,94,90,4.88,overcast clouds
386,Belmonte,BR,-15.8631,-38.8828,83.41,64,18,9.62,few clouds
387,Takoradi,GH,4.8845,-1.7554,83.53,68,8,11.61,clear sky
388,Gamba,GA,-2.65,10.0,79.54,75,58,7.34,broken clouds
389,Boende,CD,-0.2167,20.8667,79.66,55,79,0.22,broken clouds
390,Sangmelima,CM,2.9333,11.9833,81.52,33,10,1.12,clear sky
391,Talavera De La Reina,ES,39.9635,-4.8308,48.43,68,6,2.91,clear sky
392,Ayia Galini,GR,35.1,24.6833,52.75,80,52,10.89,broken clouds
393,Chapleau,CA,47.8405,-83.4034,5.09,78,75,11.5,broken clouds
394,Sharya,RU,58.3686,45.5144,19.85,90,100,12.06,overcast clouds
395,Blythe,US,33.6103,-114.5964,48.65,53,0,3.44,clear sky
396,Beeville,US,28.4008,-97.7483,57.38,23,0,8.05,clear sky
397,Khonsa,IN,27.0167,95.5667,51.37,69,30,3.67,scattered clouds
398,Savannah Bight,HN,16.45,-85.85,78.91,70,37,7.45,light rain
399,Sechura,PE,-5.5569,-80.8222,78.06,56,98,7.18,overcast clouds
400,Grindavik,IS,63.8424,-22.4338,28.35,68,0,20.71,clear sky
401,Baykit,RU,61.67,96.37,-18.87,99,100,1.28,overcast clouds
402,Kapoeta,SS,4.7717,33.5903,87.62,22,2,6.73,clear sky
403,Sao Filipe,CV,14.8961,-24.4956,74.61,64,2,6.71,clear sky
404,Luz,BR,-19.8014,-45.6856,81.84,64,98,4.45,light rain
405,Rio Grande,BR,-32.035,-52.0986,78.91,73,99,17.58,overcast clouds
406,Nombre De Dios,MX,23.85,-104.2333,58.21,25,0,4.52,clear sky
407,Buala,SB,-8.145,159.5921,77.97,86,100,3.94,light rain
408,Darhan,MN,49.4867,105.9228,-21.89,92,5,5.97,clear sky
409,Shimoda,JP,34.6667,138.95,53.1,80,99,15.28,overcast clouds
410,Surgut,RU,61.25,73.4167,8.78,92,40,13.42,light snow
411,Kainantu,PG,-6.2887,145.8655,58.82,96,100,3.24,overcast clouds
412,Vejle,DK,55.7093,9.5357,45.36,88,100,21.59,overcast clouds
413,San Patricio,US,28.017,-97.5169,58.86,33,0,10.0,clear sky
414,Kasongo-Lunda,CD,-6.4667,16.8167,71.87,90,73,3.62,light rain
415,Elko,US,41.0002,-115.5012,29.05,78,100,1.99,overcast clouds
416,Rioja,AR,-29.4111,-66.8507,80.35,47,13,5.93,few clouds
417,Andra,RU,62.5147,65.8878,12.74,90,98,9.19,overcast clouds
418,Obidos,BR,-1.9175,-55.5181,88.48,51,87,6.44,overcast clouds
419,Yankton,US,42.8711,-97.3973,18.12,92,100,9.22,mist
420,Palora,EC,-1.7,-77.9333,80.71,48,92,4.47,overcast clouds
421,Porto Novo,BJ,6.4965,2.6036,85.82,57,22,10.45,few clouds
422,Sao Sebastiao,BR,-23.76,-45.4097,81.16,77,84,3.58,broken clouds
423,Tezu,IN,27.9167,96.1667,59.43,44,41,4.16,scattered clouds
424,Daru,PG,-9.0763,143.2092,76.6,91,96,8.32,overcast clouds
425,Muzhi,RU,65.3667,64.6667,-8.59,99,83,3.67,broken clouds
426,Harper,LR,4.375,-7.7169,83.14,67,100,8.12,overcast clouds
427,Soto La Marina,MX,23.7667,-98.2167,67.05,26,0,11.97,clear sky
428,Saint-Philippe,RE,-21.3585,55.7679,80.19,80,76,11.5,broken clouds
429,Vesoul,FR,47.5833,5.8333,47.21,87,49,11.97,scattered clouds
430,Rawson,AR,-43.3002,-65.1023,76.37,34,1,5.64,clear sky
431,Birakan,RU,49.0167,131.7,-16.67,80,33,11.88,scattered clouds
432,Upata,VE,8.0086,-62.3989,84.4,52,98,5.57,overcast clouds
433,Quatre Cocos,MU,-20.2078,57.7625,78.91,73,56,12.82,broken clouds
434,Liseleje,DK,56.0053,11.9483,45.05,92,100,20.0,light rain
435,Cesis,LV,57.3119,25.2746,39.72,97,100,11.05,overcast clouds
436,Nizhniy Tsasuchey,RU,50.5167,115.1333,-17.01,88,6,5.82,clear sky
437,Dongning,CN,44.0622,131.1207,10.92,89,99,3.89,overcast clouds
438,Khani,GE,41.9563,42.9566,35.17,70,12,6.4,few clouds
439,Tonantins,BR,-2.8731,-67.8022,72.12,99,100,1.52,overcast clouds
440,Sambava,MG,-14.2667,50.1667,77.92,82,100,4.27,light rain
441,Makakilo City,US,21.3469,-158.0858,66.97,84,0,5.75,clear sky
442,Setermoen,NO,68.861,18.3486,31.96,93,96,7.34,overcast clouds
443,Merauke,ID,-8.4667,140.3333,78.42,89,100,8.48,overcast clouds
444,Kavieng,PG,-2.5744,150.7967,81.66,74,71,7.92,broken clouds
445,Aksu,CN,41.1231,80.2644,15.76,89,99,2.68,overcast clouds
446,Seoul,KR,37.5683,126.9778,46.0,97,100,4.61,heavy intensity drizzle
447,Bakhtiyarpur,IN,25.4667,85.5167,55.42,51,0,6.38,clear sky
448,Swan Hill,AU,-35.3378,143.5544,71.46,54,12,6.2,few clouds
449,Bauchi,NG,10.5,10.0,77.02,19,39,5.57,scattered clouds
450,Pochutla,MX,15.7432,-96.4661,85.82,45,2,5.97,clear sky
451,Kabo,CF,7.6994,18.629,83.95,15,0,4.9,clear sky
452,Lorengau,PG,-2.0226,147.2712,81.86,76,95,12.68,overcast clouds
453,Nynashamn,SE,58.9034,17.9479,40.15,85,62,15.55,broken clouds
454,Zyryanka,RU,65.75,150.85,-30.08,98,100,9.44,light snow
455,Trairi,BR,-3.2778,-39.2689,87.62,51,92,14.76,overcast clouds
456,Sortova,PA,8.55,-82.65,80.1,53,57,4.59,broken clouds
457,Malangwa,NP,26.8568,85.5581,57.87,51,0,4.29,clear sky
458,San Policarpo,PH,12.1791,125.5072,77.41,90,100,9.08,moderate rain
459,Bollnas,SE,61.3482,16.3946,34.36,99,100,3.4,light snow
460,Amahai,ID,-3.3333,128.9167,79.32,82,86,3.2,overcast clouds
461,Kismayo,SO,-0.3582,42.5454,77.43,84,13,17.36,few clouds
462,Arauca,CO,7.0847,-70.7591,85.96,66,40,8.05,scattered clouds
463,San Vicente,AR,-26.6167,-54.1333,82.65,51,40,4.52,light rain
464,Lakatoro,VU,-16.0999,167.4164,78.87,83,71,7.45,broken clouds
465,Bonthe,SL,7.5264,-12.505,85.03,57,7,11.45,clear sky
466,Dunda,TZ,-8.1167,34.25,66.92,90,99,1.72,light rain
467,Kanye,BW,-24.9667,25.3327,80.08,17,14,6.55,few clouds
468,Dongying,CN,37.4564,118.4856,30.11,46,100,19.73,overcast clouds
469,Boissevain,CA,49.2306,-100.0559,17.64,84,57,14.67,broken clouds
470,Sedhiou,SN,12.7081,-15.5569,98.49,9,7,3.53,clear sky
471,Vanimo,PG,-2.6741,141.3028,77.31,89,97,0.65,overcast clouds
472,Batemans Bay,AU,-35.7167,150.1833,63.7,96,28,3.36,scattered clouds
473,Mrakovo,RU,52.7161,56.6244,-11.79,100,34,3.74,scattered clouds
474,Pangnirtung,CA,66.1451,-65.7125,-13.0,77,40,4.61,scattered clouds
475,Saint George,US,37.1041,-113.5841,36.19,80,0,3.44,clear sky
476,Pacifica,US,37.6138,-122.4869,56.98,91,100,21.85,overcast clouds
477,Nara,JP,34.6851,135.8049,51.91,33,100,3.76,light rain
478,Ginda,IN,30.6945,78.4932,39.0,84,83,5.77,broken clouds
479,Santa Cruz,BO,-17.8,-63.1667,85.46,70,75,23.02,broken clouds
480,Monrovia,LR,6.3005,-10.7969,91.17,69,50,12.68,scattered clouds
481,Launceston,AU,-41.45,147.1667,64.35,77,47,4.61,scattered clouds
482,Znamensk,RU,48.5842,45.7338,17.69,68,7,15.66,clear sky
483,Kirakira,SB,-10.4544,161.9205,78.37,88,100,7.81,overcast clouds
484,Tazovskiy,RU,67.4667,78.7,-26.28,96,98,12.73,overcast clouds
485,Nan,TH,18.8333,100.6667,62.64,52,0,0.92,clear sky
486,Seymchan,RU,62.8833,152.4333,-27.15,96,100,4.41,overcast clouds
487,Sarandi,BR,-23.4436,-51.8739,69.35,100,75,0.0,thunderstorm
488,Goderich,CA,43.7501,-81.7165,27.91,80,100,16.11,overcast clouds
489,Nioro,GM,13.35,-15.75,96.55,8,1,7.87,clear sky
490,Kharhial,IN,20.2833,82.7667,66.81,37,0,1.95,clear sky
491,Claresholm,CA,50.0333,-113.5852,43.66,75,100,10.36,overcast clouds
492,Arlit,NE,18.7369,7.3853,72.84,10,73,8.75,broken clouds
493,Lincoln,US,40.8,-96.667,21.29,88,100,1.01,mist
494,Klaksvik,FO,62.2266,-6.589,34.72,66,100,17.34,overcast clouds
495,Sungaipenuh,ID,-2.0833,101.3833,65.34,97,100,0.76,light rain
496,Rio Gallegos,AR,-51.6226,-69.2181,71.65,26,75,31.07,broken clouds
497,Namatanai,PG,-3.6667,152.4333,77.86,85,78,4.54,light rain
498,Azul,AR,-36.777,-59.8585,83.16,14,0,15.14,clear sky
499,Batagay-Alyta,RU,67.8006,130.4114,-32.57,99,100,0.72,overcast clouds
500,Namie,JP,37.4833,141.0,48.97,75,100,3.67,overcast clouds
501,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,82.2,78,75,4.61,broken clouds
502,Malanje,AO,-9.5402,16.341,64.13,92,100,1.79,overcast clouds
503,Athabasca,CA,54.7169,-113.2854,1.81,92,100,2.37,overcast clouds
504,Suba,PH,10.8438,121.0102,79.39,82,100,21.83,light rain
505,Anchorage,US,61.2181,-149.9003,30.63,89,40,0.0,scattered clouds
506,Anadyr,RU,64.75,177.4833,-22.02,98,60,4.85,broken clouds
507,Kyaukse,MM,21.6,96.1333,64.65,40,0,4.34,clear sky
508,Davila,PH,18.4726,120.5763,77.14,77,73,4.5,broken clouds
509,Ayan,RU,56.45,138.1667,-19.44,59,100,16.89,overcast clouds
510,Bonavista,CA,48.6499,-53.1147,26.15,63,100,15.61,overcast clouds
511,Yakeshi,CN,49.2833,120.7333,-36.76,100,26,4.12,scattered clouds
512,Halifax,CA,44.6453,-63.5724,48.09,96,100,29.93,moderate rain
513,Banjarmasin,ID,-3.3244,114.591,75.34,86,56,3.33,broken clouds
514,Byron Bay,AU,-28.65,153.6167,65.95,81,84,6.89,broken clouds
515,Bani,DO,18.2833,-70.3333,82.85,63,6,10.13,light rain
516,Bubaque,GW,11.2833,-15.8333,78.08,65,35,10.31,scattered clouds
517,Alto Araguaia,BR,-17.3147,-53.2153,76.26,79,100,10.58,overcast clouds
518,Gravdal,NO,68.1214,13.5031,28.29,100,20,0.0,few clouds
519,Ambilobe,MG,-13.2,49.05,74.57,91,100,2.93,moderate rain
520,Santa Rosa,PH,14.3122,121.1114,77.11,81,100,6.31,overcast clouds
521,Kirkland Lake,CA,48.1446,-80.0377,5.29,80,91,9.22,overcast clouds
522,Pisco,PE,-13.7,-76.2167,74.01,78,0,10.36,clear sky
523,Gualeguay,AR,-33.1416,-59.3097,91.2,15,56,10.09,broken clouds
524,Nieuwpoort,BE,51.1244,2.7735,49.01,74,75,18.41,broken clouds
525,Constitucion,CL,-35.3333,-72.4167,68.94,55,5,15.08,clear sky
526,Labuhan,ID,-6.8844,112.2051,77.14,84,56,8.5,light rain
527,Cascais,PT,38.6979,-9.4215,61.93,69,20,15.01,few clouds
528,Menongue,AO,-14.6585,17.691,72.54,68,81,5.01,light rain
529,Liverpool,GB,53.4106,-2.9779,47.43,78,40,19.57,scattered clouds
530,Port Hardy,CA,50.6996,-127.4199,46.58,100,100,6.91,light rain
531,Port Hedland,AU,-20.3167,118.5667,80.65,78,67,0.0,broken clouds
532,Baglung,NP,28.2719,83.5898,49.14,52,45,5.88,scattered clouds
533,Sibu,MY,2.3,111.8167,73.71,100,40,0.0,scattered clouds
534,Hailar,CN,49.2,119.7,-26.81,97,7,6.11,clear sky
535,Aliwal North,ZA,-30.6937,26.7114,89.62,16,6,7.14,clear sky
536,Colac,AU,-38.3333,143.5833,65.17,97,27,4.25,scattered clouds
537,Tambacounda,SN,13.7539,-13.7586,96.85,10,0,6.91,clear sky
538,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,82.85,67,72,6.82,broken clouds
539,Nagarote,NI,12.2659,-86.5647,85.68,41,74,9.66,broken clouds
540,Nha Trang,VN,12.25,109.1833,77.0,94,39,2.84,scattered clouds
541,Emerald,AU,-23.5333,148.1667,66.34,99,100,11.21,light rain
542,Toyooka,JP,35.5333,134.8333,55.63,95,100,6.02,overcast clouds
543,Otjimbingwe,NA,-22.35,16.1333,87.64,26,18,19.3,few clouds
544,Along,IN,28.1667,94.7667,51.1,92,40,1.81,scattered clouds
545,Mizdah,LY,31.4451,12.9801,52.84,64,7,9.17,clear sky
546,Njombe,TZ,-9.3333,34.7667,57.4,94,100,3.42,overcast clouds
547,Charters Towers,AU,-20.1,146.2667,71.6,95,100,8.95,light rain
548,La Macarena,CO,2.1837,-73.7849,87.04,52,91,6.62,overcast clouds
549,Qax,AZ,41.4225,46.9242,31.19,79,55,5.03,broken clouds
550,Yaan,NG,7.3833,8.5667,91.69,14,55,4.72,broken clouds
551,Mazagao,BR,-0.115,-51.2894,82.45,73,81,6.42,light rain
552,Haines Junction,CA,60.7522,-137.5108,7.3,98,100,0.25,overcast clouds
553,Saint-Louis,SN,16.3333,-15.0,89.24,7,92,11.81,overcast clouds
554,Paita,PE,-5.0892,-81.1144,75.72,64,87,10.85,overcast clouds
555,Opuwo,NA,-18.0607,13.84,81.77,39,94,19.71,overcast clouds
556,Christchurch,NZ,-43.5333,172.6333,49.95,81,71,1.66,broken clouds
557,Kampot,KH,10.6167,104.1833,73.45,89,53,4.7,broken clouds
558,Banamba,ML,13.55,-7.45,89.92,9,27,8.39,scattered clouds
559,Preobrazheniye,RU,42.9019,133.9064,25.09,56,37,13.09,scattered clouds
560,Husavik,IS,66.0449,-17.3389,13.39,92,75,8.14,broken clouds
561,Tocopilla,CL,-22.092,-70.1979,73.02,64,7,6.67,clear sky
562,Gore,NZ,-46.1028,168.9436,44.6,97,35,1.1,scattered clouds
563,Nortelandia,BR,-14.4547,-56.8028,79.86,82,98,9.13,overcast clouds
564,Kandalaksha,RU,67.162,32.4123,29.1,97,100,8.39,overcast clouds
565,Meulaboh,ID,4.1363,96.1285,76.23,88,98,2.1,overcast clouds
566,Erzin,TR,36.9559,36.2,48.18,51,100,7.92,overcast clouds
567,Namtsy,RU,62.7161,129.6658,-64.25,100,92,1.83,overcast clouds
568,San Lawrenz,MT,36.0553,14.204,56.86,75,46,1.01,scattered clouds
569,Jining,CN,35.405,116.5814,36.23,59,100,18.19,overcast clouds
570,San Juan,AR,-31.5375,-68.5364,87.19,20,4,13.2,clear sky
571,Dongsheng,CN,39.8161,109.9776,7.2,60,100,21.05,overcast clouds
572,Ugoofaaru,MV,5.6667,73.0,79.36,64,18,7.34,few clouds
573,Kudahuvadhoo,MV,2.6708,72.8944,79.66,64,78,14.07,broken clouds
574,Krasnoarmeysk,RU,51.0239,45.6969,6.42,91,40,6.49,scattered clouds
575,Kaniama,CD,-7.5667,24.1833,66.47,95,54,3.06,light rain
576,Camacha,PT,33.0833,-16.3333,60.22,63,75,9.22,broken clouds
577,Araouane,ML,18.9048,-3.5265,78.69,9,86,8.48,overcast clouds
578,Ende,ID,-8.8432,121.6623,78.42,87,100,2.33,overcast clouds
579,Caravelas,BR,-17.7125,-39.2481,85.64,59,32,11.9,scattered clouds
580,Uvat,RU,59.1433,68.8953,14.22,94,100,9.06,overcast clouds
581,Vanavara,RU,60.34,102.2797,-15.29,100,100,0.47,overcast clouds
582,Asfi,MA,32.2994,-9.2372,66.06,68,1,14.36,clear sky
583,Omsukchan,RU,62.5333,155.8,-22.85,97,100,6.24,overcast clouds
584,Sioux Lookout,CA,50.1001,-91.917,6.87,85,100,5.75,overcast clouds
585,Prince Rupert,CA,54.3161,-130.3201,42.49,92,100,2.3,light rain
586,Celestun,MX,20.8667,-90.4,75.11,72,19,20.24,light rain
587,Inhambane,MZ,-23.865,35.3833,84.18,74,40,7.0,scattered clouds
588,Tiznit,MA,29.5833,-9.5,66.76,37,0,8.93,clear sky
589,Loubomo,CG,-4.1997,12.6739,75.31,86,91,3.8,light rain
590,Beringovskiy,RU,63.05,179.3167,-7.49,98,99,13.96,overcast clouds
591,Northampton,US,40.8754,-75.2499,46.9,80,100,1.99,overcast clouds
592,Areia Branca,BR,-4.9561,-37.1369,95.2,56,3,16.28,clear sky
593,Marsa Matruh,EG,31.3525,27.2453,61.0,67,40,11.5,light rain
594,Umm Lajj,SA,25.0213,37.2685,68.85,57,18,13.94,few clouds
595,Kidal,ML,18.4411,1.4078,76.37,9,49,8.5,scattered clouds
596,Valleyview,CA,55.0667,-117.2859,15.84,92,100,5.75,overcast clouds
597,Bar-Le-Duc,FR,48.75,5.1667,44.98,83,22,15.52,few clouds
598,Marawi,PH,7.9986,124.2928,69.26,98,100,1.88,heavy intensity rain
599,Aktau,KZ,43.65,51.2,21.78,39,0,29.53,clear sky
600,Posse,BR,-14.0931,-46.3694,80.37,64,100,4.16,heavy intensity rain
601,Zhanaozen,KZ,43.3,52.8,20.19,41,0,26.22,clear sky
602,Chimoio,MZ,-19.1164,33.4833,80.46,69,40,3.65,scattered clouds
603,Tabuk,PH,17.4189,121.4443,69.28,86,81,3.06,broken clouds
604,Buchanan,LR,5.8808,-10.0467,82.76,69,100,11.83,overcast clouds
605,Nyurba,RU,63.2842,118.3319,-61.82,100,99,2.73,overcast clouds
606,Axim,GH,4.8699,-2.2405,83.71,68,9,10.63,clear sky
607,Vrangel,RU,42.7297,133.0839,24.51,51,44,20.71,scattered clouds
608,Foshan,CN,23.0268,113.1315,69.84,90,0,4.76,clear sky
609,Mercedes,AR,-34.6515,-59.4307,87.94,13,31,13.31,scattered clouds
610,Kijang,KR,35.2442,129.2139,55.13,95,82,11.32,broken clouds
611,Cavalcante,BR,-13.7975,-47.4583,79.61,69,100,4.09,light rain
612,Biltine,TD,14.5333,20.9167,75.87,16,8,9.78,clear sky
613,Roebourne,AU,-20.7833,117.1333,88.36,42,7,4.76,clear sky
614,Varnavino,RU,57.4035,45.0916,18.21,91,100,12.71,overcast clouds
615,Endicott,US,42.0984,-76.0494,35.62,86,100,11.99,overcast clouds
616,Chivay,PE,-15.6383,-71.6011,63.45,16,13,11.68,few clouds
617,Soe,ID,-9.8607,124.284,66.74,95,100,2.37,overcast clouds
618,Kitimat,CA,54.0524,-128.6534,37.78,31,100,3.8,light snow
619,Moose Factory,CA,51.2585,-80.6094,-2.2,84,100,6.91,overcast clouds
620,Bulgan,MN,48.8125,103.5347,-19.61,83,2,4.14,clear sky
621,Zhuzhou,CN,27.8333,113.15,50.13,80,100,11.97,overcast clouds
622,Gumdag,TM,39.2061,54.5906,21.51,44,8,32.41,clear sky
623,Nacala,MZ,-14.5428,40.6728,79.02,79,95,4.5,overcast clouds
624,Faya,SA,18.3851,42.4509,57.31,79,75,5.26,broken clouds
625,Lamu,KE,-2.2717,40.902,80.82,77,3,15.84,clear sky
626,Katherine,AU,-14.4667,132.2667,79.12,89,40,0.0,scattered clouds
627,Kurumkan,RU,54.3,110.3,-22.5,91,37,3.8,scattered clouds
628,Vao,NC,-22.6667,167.4833,76.23,67,73,12.12,broken clouds
629,Chara,RU,56.9064,118.2631,-29.2,74,52,2.33,broken clouds
630,Garowe,SO,8.4054,48.4845,75.22,46,35,19.77,scattered clouds
631,El Sauzal,MX,31.9,-116.6833,62.56,46,100,3.51,overcast clouds
632,Quimper,FR,48.0,-4.1,50.58,93,100,4.61,mist
633,Esmeraldas,BR,-19.7625,-44.3139,85.24,66,93,3.69,overcast clouds
634,Sa Kaeo,TH,13.75,102.3333,77.02,78,66,4.63,broken clouds
635,Pangai,TO,-19.8,-174.35,81.64,76,93,4.99,overcast clouds
636,Forbes,AU,-33.3833,148.0167,71.92,67,29,4.99,scattered clouds
637,Carutapera,BR,-1.195,-46.02,86.31,61,54,9.66,broken clouds
638,Hay River,CA,60.8156,-115.7999,-9.42,77,75,3.44,broken clouds
639,Egvekinot,RU,66.3167,-179.1667,-13.38,89,23,13.22,few clouds
640,Grimmen,DE,54.1121,13.0405,45.99,81,100,21.3,overcast clouds
641,Lezajsk,PL,50.2626,22.4193,45.21,86,100,1.99,overcast clouds
642,Mirnyy,RU,62.5353,113.9611,-40.77,65,100,8.99,overcast clouds
643,Pitimbu,BR,-7.4706,-34.8086,88.39,64,29,11.88,scattered clouds
644,Porangatu,BR,-13.4408,-49.1486,80.47,76,100,2.01,overcast clouds
645,Cimitarra,CO,6.3142,-73.9497,85.86,64,95,3.13,overcast clouds
646,Frontera,MX,26.9333,-101.45,58.32,34,0,1.99,clear sky
647,Champerico,GT,14.3,-91.9167,86.54,69,11,4.99,few clouds
648,Balurghat,IN,25.2167,88.7667,63.32,42,0,3.91,clear sky
649,Poso,ID,-1.3959,120.7524,83.34,68,97,4.23,overcast clouds
650,Galle,LK,6.0367,80.217,75.78,78,20,1.68,few clouds
651,Billings,US,45.7833,-108.5007,44.51,51,98,1.99,overcast clouds
652,Filingue,NE,14.3521,3.3168,79.68,12,100,9.19,overcast clouds
653,Mollendo,PE,-17.0231,-72.0147,73.78,69,35,9.51,scattered clouds
654,Noumea,NC,-22.2763,166.4572,67.98,72,45,8.68,scattered clouds
655,Luena,AO,-11.7833,19.9167,61.74,97,100,6.44,light rain
656,Aksarka,RU,66.5606,67.7975,2.05,97,100,1.68,light snow
657,Quelimane,MZ,-17.8786,36.8883,82.35,74,40,9.22,scattered clouds
658,Abonnema,NG,4.7084,6.7931,84.81,53,34,12.86,scattered clouds
659,Nemuro,JP,43.3236,145.575,36.82,83,64,6.31,broken clouds
660,Gat,IL,31.61,34.7642,57.88,100,75,6.42,broken clouds
661,Inverell,AU,-29.7833,151.1167,63.66,81,90,1.99,overcast clouds
662,Parsabad,IR,39.6482,47.9174,34.12,80,75,0.0,broken clouds
663,Ahipara,NZ,-35.1667,173.1667,60.3,92,18,5.64,few clouds
664,Yalvac,TR,38.2956,31.1778,40.51,81,100,2.98,overcast clouds
665,San Carlos De Bariloche,AR,-41.1456,-71.3082,74.25,20,0,16.11,clear sky
666,Inyonga,TZ,-6.7167,32.0667,65.43,90,58,1.5,light rain
667,Bud,US,39.447,-86.1758,35.74,90,98,16.02,overcast clouds
668,Hrubieszow,PL,50.805,23.8925,41.13,78,100,11.81,overcast clouds
669,Havelock,US,34.8791,-76.9013,59.99,82,100,5.01,overcast clouds
670,Kichha,IN,28.9167,79.5,61.32,61,86,2.33,overcast clouds
671,Staryy Nadym,RU,65.6118,72.6842,-3.59,98,100,16.91,snow
672,Uyuni,BO,-20.4597,-66.825,65.57,5,0,22.64,clear sky
673,Baft,IR,29.234,56.6057,32.23,43,0,3.76,clear sky
674,Sfantu Gheorghe,RO,45.8667,25.7833,43.27,86,97,0.76,overcast clouds
675,Zhigansk,RU,66.7697,123.3711,-66.51,100,90,4.03,overcast clouds
676,Kahului,US,20.8947,-156.47,66.85,84,16,3.0,few clouds
677,Jijiga,ET,9.35,42.8,60.21,56,69,12.37,broken clouds
678,Tomatlan,MX,19.9333,-105.25,86.22,28,0,2.89,clear sky
679,Nang Rong,TH,14.6377,102.7914,76.03,63,6,5.59,clear sky
680,Matagami,CA,49.7502,-77.6328,-0.29,78,100,12.66,light snow
681,Boa Vista,BR,2.8197,-60.6733,87.78,55,75,13.8,broken clouds
682,Bela Vista,BR,-22.1089,-56.5211,84.69,60,59,4.63,broken clouds
683,Sistranda,NO,63.7256,8.834,31.96,78,96,3.8,overcast clouds
684,Santiago Del Estero,AR,-27.7951,-64.2615,84.52,37,82,8.9,broken clouds
685,New Ulm,US,44.3125,-94.4605,12.58,87,90,0.0,overcast clouds
686,Contai,IN,21.7786,87.7536,69.35,87,0,7.29,clear sky
687,Saint-Paul,RE,-21.0096,55.2707,80.71,78,100,3.65,overcast clouds
688,Okoneshnikovo,RU,54.8377,75.0834,1.02,96,69,10.2,broken clouds
689,Tessalit,ML,20.1986,1.0114,76.98,11,89,8.08,overcast clouds
690,Hinundayan,PH,10.3523,125.2506,75.43,93,96,7.63,moderate rain
691,Cedar City,US,37.6775,-113.0619,45.39,32,100,3.36,overcast clouds
